┌─────────┐
│ Success │
│ boolean │
├─────────┤
│ 0 rows  │
└─────────┘
┌──────────────────┬─────────┬────────────┬────────────────────────┬────────────────────┐
│       city       │   zip   │ year_built │        bldg_psf        │     bench_p25      │
├──────────────────┼─────────┼────────────┼────────────────────────┼────────────────────┤
│ NORTH FORT MYERS │ 33903.0 │ 1982.0     │ 30.078251766553258     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 2003.0     │ 30.392965204236006     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1975.0     │ 30.72280701754386      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1972.0     │ 31.92561162769703      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 2003.0     │ 31.99931284357821      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1997.0     │ 32.226551880380605     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1952.0     │ 32.83497920997921      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1980.0     │ 33.2886925795053       │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1980.0     │ 33.66096173733195      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1970.0     │ 34.77843117711552      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1986.0     │ 35.048223733938016     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1989.0     │ 35.08452380952381      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1975.0     │ 36.473349436392915     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1979.0     │ 37.30876865671642      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1987.0     │ 38.94023967202775      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1982.0     │ 39.60804727068092      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1947.0     │ 40.2220793534166       │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 40.69536231884058      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1962.0     │ 41.34369817578773      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1976.0     │ 41.71957323263808      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1998.0     │ 41.868117670443254     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1964.0     │ 42.94659170765987      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1980.0     │ 42.97835259585397      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1984.0     │ 43.97947045280123      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1978.0     │ 44.39377283979724      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1974.0     │ 44.88487040385775      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1962.0     │ 44.961580680570805     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1988.0     │ 45.674132138857786     │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1993.0     │ 46.23911875335841      │ 48.39484165262613  │
│ NORTH FORT MYERS │ 33903.0 │ 1976.0     │ 48.248078266946195     │ 48.39484165262613  │
│ CAPE CORAL       │ 33904.0 │ 1982.0     │ 0.0016                 │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1979.0     │ 6.5320580942260005     │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1964.0     │ 17.93851699794723      │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1999.0     │ 24.289021689163775     │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1991.0     │ 31.789708404802745     │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 2002.0     │ 35.86396011396011      │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1958.0     │ 37.91708542713568      │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1975.0     │ 39.23273336123901      │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1986.0     │ 40.04069264069264      │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1999.0     │ 41.56313163617756      │ 102.14849577727992 │
│ CAPE CORAL       │ 33904.0 │ 1983.0     │ 41.77671203893081      │ 102.14849577727992 │
